время	nd	gc*10^6	alpha	ntk	pk	pg	tgaz	tk	etai	etakad	etat	etamex	Gdiz	Gk	Gt	Meff	Mi	Mpot	Mnagr	Mosh	Mk	Mt	Lkad	Ltad	rho
3.33	214.099	1797.03	1.25831	19913	1.77076	1.16892	867.654	373.186	0.367421	0.68538	0.887053	0.729694	0.692296	0.287846	0.371238	23557.4	26797.4	3240	32000	528149	10.4255	1.85413	51763.2	11740.6	1.97004
3.34	210.382	1795.95	1.25843	19895.3	1.76878	1.1676	867.744	372.991	0.367437	0.685674	0.886949	0.728935	0.67994	0.28323	0.364701	23542.5	26782.5	3240	32000	518654	10.2407	1.78015	51650.5	11465.4	1.96906
3.35	206.659	1794.91	1.25856	19877.8	1.76684	1.16629	867.833	372.8	0.367453	0.68596	0.886845	0.728175	0.667583	0.27861	0.358163	23528.1	26768.1	3240	32000	509162	10.0569	1.70759	51540.9	11190.3	1.96811
3.36	202.929	1793.89	1.25868	19860.6	1.76497	1.16497	867.918	372.615	0.367468	0.686237	0.886741	0.727414	0.655226	0.273978	0.351625	23514	26754	3240	32000	499674	9.87384	1.63646	51434.3	10915.4	1.96718
3.37	199.194	1792.9	1.25879	19843.6	1.76314	1.16367	868.001	372.436	0.367483	0.686507	0.886637	0.726652	0.642868	0.26933	0.345088	23500.3	26740.3	3240	32000	490190	9.69126	1.56676	51330.7	10640.6	1.96628
3.38	195.452	1791.94	1.25891	19826.9	1.76137	1.16236	868.082	372.262	0.367497	0.686768	0.886534	0.725888	0.630511	0.264663	0.33855	23487	26727	3240	32000	480711	9.50906	1.4985	51230.1	10366	1.9654
3.39	191.705	1791	1.25902	19810.4	1.75965	1.16106	868.16	372.093	0.367511	0.687022	0.88643	0.725123	0.618154	0.259976	0.332013	23474.1	26714.1	3240	32000	471234	9.32715	1.43168	51132.4	10091.5	1.96455
3.4	187.952	1790.1	1.25912	19794.1	1.75799	1.15976	868.236	371.929	0.367525	0.687268	0.886326	0.724357	0.605796	0.255267	0.325476	23461.5	26701.5	3240	32000	461762	9.14546	1.36631	51037.5	9817.21	1.96372
3.41	184.193	1789.22	1.25923	19778.1	1.75637	1.15846	868.31	371.77	0.367538	0.687507	0.886223	0.72359	0.593438	0.250536	0.318938	23449.4	26689.4	3240	32000	452293	8.96396	1.30238	50945.6	9543.08	1.96291
3.42	180.429	1788.36	1.25933	19762.3	1.75481	1.15717	868.381	371.616	0.367551	0.687738	0.886119	0.722822	0.581081	0.245785	0.312402	23437.6	26677.6	3240	32000	442828	8.78262	1.23991	50856.4	9269.11	1.96213
3.43	176.66	1787.54	1.25942	19746.8	1.7533	1.15588	868.45	371.467	0.367563	0.687962	0.886016	0.722053	0.568723	0.241013	0.305865	23426.1	26666.1	3240	32000	433365	8.60143	1.17889	50770	8995.31	1.96138
3.44	172.886	1786.73	1.25952	19731.5	1.75183	1.15459	868.517	371.323	0.367575	0.688179	0.885912	0.721283	0.556365	0.236221	0.299328	23415	26655	3240	32000	423907	8.42038	1.11934	50686.3	8721.67	1.96064
3.45	169.107	1785.96	1.25961	19716.5	1.75041	1.15331	868.582	371.183	0.367587	0.688388	0.885809	0.720512	0.544007	0.231409	0.292792	23404.3	26644.3	3240	32000	414451	8.23946	1.06125	50605.3	8448.21	1.95993
3.46	165.323	1785.21	1.2597	19701.7	1.74904	1.15202	868.644	371.049	0.367598	0.688591	0.885706	0.719739	0.531649	0.226579	0.286255	23393.9	26633.9	3240	32000	404998	8.05866	1.00463	50527	8174.91	1.95925
3.47	161.535	1784.48	1.25978	19687.2	1.74772	1.15074	868.705	370.918	0.367609	0.688787	0.885603	0.718966	0.519291	0.221731	0.279719	23383.9	26623.9	3240	32000	395548	7.87798	0.949482	50451.3	7901.78	1.95858
3.48	157.743	1783.78	1.25987	19672.9	1.74644	1.14947	868.763	370.793	0.367619	0.688976	0.885499	0.718192	0.506933	0.216866	0.273183	23374.2	26614.2	3240	32000	386101	7.69742	0.895808	50378.2	7628.83	1.95794
3.49	153.946	1783.1	1.25995	19658.9	1.7452	1.1482	868.819	370.672	0.36763	0.689158	0.885396	0.717418	0.494575	0.211984	0.266647	23364.8	26604.8	3240	32000	376657	7.51698	0.843613	50307.6	7356.05	1.95732
3.5	150.145	1782.45	1.26002	19645.2	1.74402	1.14692	868.874	370.555	0.367639	0.689333	0.885293	0.716642	0.482217	0.207087	0.260111	23355.8	26595.8	3240	32000	367215	7.33665	0.792899	50239.6	7083.44	1.95673
3.51	146.34	1781.82	1.2601	19631.8	1.74287	1.14566	868.926	370.442	0.367649	0.689503	0.88519	0.715865	0.469859	0.202176	0.253575	23347.1	26587.1	3240	32000	357776	7.15644	0.743669	50174	6811.01	1.95615
3.52	142.531	1781.22	1.26017	19618.6	1.74177	1.14439	868.976	370.334	0.367658	0.689665	0.885088	0.715088	0.4575	0.19725	0.24704	23338.7	26578.7	3240	32000	348340	6.97634	0.695928	50110.9	6538.75	1.9556
3.53	138.719	1780.65	1.26023	19605.6	1.74075	1.14313	869.023	370.234	0.367666	0.689816	0.884985	0.71431	0.445146	0.195508	0.240505	23330.9	26570.9	3240	32000	338910	6.90971	0.649682	50052.3	6266.67	1.95508
3.54	134.904	1780.2	1.26029	19592.6	1.73993	1.14187	869.06	370.153	0.367673	0.689938	0.884882	0.713531	0.432811	0.195467	0.233975	23324.7	26564.7	3240	32000	329499	6.90512	0.604966	50005.2	5994.91	1.95467
3.55	131.085	1779.87	1.26033	19579.4	1.73931	1.14062	869.088	370.093	0.367678	0.690028	0.884779	0.712752	0.420494	0.195436	0.227455	23320	26560	3240	32000	320109	6.9029	0.561803	49970.1	5723.6	1.95436
3.56	127.265	1779.64	1.26035	19566.2	1.73891	1.13937	869.106	370.054	0.367681	0.690088	0.884677	0.711972	0.408198	0.195416	0.220945	23316.9	26556.9	3240	32000	310740	6.90306	0.520195	49947	5452.82	1.95416
3.57	123.444	1779.54	1.26036	19552.9	1.73872	1.13812	869.115	370.035	0.367683	0.690116	0.884575	0.711193	0.395921	0.195406	0.214445	23315.5	26555.5	3240	32000	301390	6.9056	0.480141	49936	5182.58	1.95406
3.58	119.622	1779.55	1.26036	19539.6	1.73874	1.13688	869.114	370.036	0.367683	0.690113	0.884473	0.710413	0.383665	0.195407	0.207956	23315.6	26555.6	3240	32000	292061	6.91052	0.441636	49937	4912.91	1.95407
3.59	115.8	1779.67	1.26035	19526.1	1.73897	1.13565	869.104	370.059	0.367681	0.69008	0.884371	0.709633	0.37143	0.195418	0.201478	23317.3	26557.3	3240	32000	282751	6.91784	0.404677	49950	4643.83	1.95418
3.6	111.98	1779.91	1.26032	19512.5	1.7394	1.13441	869.084	370.102	0.367677	0.690015	0.88427	0.708853	0.359215	0.19544	0.195012	23320.7	26560.7	3240	32000	273461	6.92755	0.369258	49975.1	4375.35	1.9544
3.61	108.16	1780.27	1.26028	19498.9	1.74005	1.13319	869.054	370.165	0.367672	0.68992	0.884169	0.708074	0.347022	0.195473	0.188556	23325.6	26565.6	3240	32000	264190	6.93968	0.335373	50012.2	4107.49	1.95473
3.62	104.344	1780.74	1.26022	19485.1	1.74091	1.13197	869.015	370.249	0.367665	0.689793	0.884068	0.707295	0.33485	0.195516	0.182112	23332.1	26572.1	3240	32000	254939	6.95421	0.303017	50061.4	3840.26	1.95516
3.63	100.53	1781.33	1.26015	19471.2	1.74197	1.13075	868.967	370.354	0.367656	0.689635	0.883967	0.706516	0.3227	0.19557	0.17568	23340.2	26580.2	3240	32000	245706	6.97118	0.272185	50122.5	3573.68	1.9557
3.64	96.7197	1782.03	1.26007	19457.3	1.74325	1.12954	868.908	370.48	0.367646	0.689447	0.883867	0.705739	0.310571	0.195634	0.169259	23350	26590	3240	32000	236492	6.99058	0.24287	50195.7	3307.76	1.95634
3.65	92.914	1782.85	1.25998	19443.2	1.74474	1.12833	868.841	370.626	0.367633	0.689227	0.883766	0.704962	0.298465	0.195709	0.16285	23361.3	26601.3	3240	32000	227297	7.01243	0.215067	50281	3042.52	1.95709
3.66	89.1135	1783.78	1.25987	19429.1	1.74644	1.12712	868.763	370.793	0.367619	0.688976	0.883666	0.704186	0.286382	0.195794	0.156453	23374.2	26614.2	3240	32000	218120	7.03674	0.188769	50378.2	2777.97	1.95794
3.67	85.3187	1784.83	1.25974	19414.8	1.74835	1.12593	868.676	370.981	0.367604	0.688693	0.883566	0.703412	0.274321	0.19589	0.150068	23388.7	26628.7	3240	32000	208961	7.06353	0.16397	50487.5	2514.12	1.9589
3.68	81.5305	1785.99	1.25961	19400.4	1.75047	1.12473	868.579	371.189	0.367586	0.68838	0.883467	0.702639	0.262283	0.195996	0.143695	23404.8	26644.8	3240	32000	199820	7.09282	0.140663	50608.7	2251	1.95996
3.69	77.7494	1787.27	1.25946	19385.9	1.7528	1.12354	868.473	371.419	0.367567	0.688035	0.883367	0.701867	0.250268	0.196113	0.137334	23422.4	26662.4	3240	32000	190697	7.12462	0.118842	50742	1988.62	1.96113
3.7	73.9763	1788.66	1.25929	19371.3	1.75535	1.12236	868.357	371.669	0.367547	0.687658	0.883268	0.701097	0.238277	0.19624	0.130986	23441.6	26681.6	3240	32000	181592	7.15894	0.098499	50887.2	1726.98	1.9624
3.71	70.2118	1790.16	1.25912	19356.6	1.75811	1.12118	868.231	371.941	0.367524	0.687251	0.88317	0.700329	0.22631	0.196378	0.124651	23462.4	26702.4	3240	32000	172504	7.19581	0.0796276	51044.4	1466.12	1.96378
3.72	66.4565	1791.78	1.25893	19341.8	1.76108	1.12001	868.095	372.233	0.3675	0.686811	0.883071	0.699563	0.214367	0.196525	0.118328	23484.8	26724.8	3240	32000	163433	7.23526	0.0622203	51213.5	1206.04	1.96525
3.73	62.7113	1793.51	1.25872	19326.8	1.76427	1.11884	867.95	372.547	0.367474	0.686341	0.882973	0.698798	0.202449	0.196683	0.112018	23508.7	26748.7	3240	32000	154380	7.27729	0.0462699	51394.6	946.757	1.96683
3.74	58.9767	1795.35	1.2585	19311.7	1.76767	1.11767	867.795	372.881	0.367446	0.685838	0.882875	0.698036	0.190555	0.196852	0.105721	23534.2	26774.2	3240	32000	145344	7.32194	0.0317686	51587.7	688.292	1.96852
3.75	55.2534	1797.31	1.25827	19296.6	1.77128	1.11651	867.63	373.238	0.367417	0.685304	0.882777	0.697276	0.178687	0.19703	0.0994379	23561.3	26801.3	3240	32000	136324	7.36922	0.0187086	51792.6	430.66	1.9703
3.76	51.5422	1799.38	1.25803	19281.2	1.77512	1.11536	867.455	373.615	0.367386	0.684737	0.882679	0.696519	0.166845	0.197219	0.0931678	23589.8	26829.8	3240	32000	127322	7.41917	0.0070821	52009.4	173.878	1.97219
3.77	47.8437	1801.57	1.25778	19265.8	1.77916	1.11421	867.271	374.011	0.367354	0.68417	0.882582	0.695764	0.15503	0.197419	0.0869116	23620.2	26860.2	3240	32000	118338	7.47156	-0.00311893	52238.1	-82.0304	1.97419
3.78	44.1588	1803.92	1.25751	19250.2	1.78343	1.11306	867.076	374.419	0.36732	0.683645	0.882485	0.695012	0.143246	0.197635	0.0806708	23652.8	26892.8	3240	32000	109374	7.52603	-0.0119011	52478.7	-336.987	1.97635
3.79	40.4883	1806.38	1.25724	19234.5	1.78791	1.11192	866.872	374.849	0.367285	0.683094	0.882389	0.694263	0.13149	0.197862	0.0744452	23686.9	26926.9	3240	32000	100428	7.5832	-0.0192746	52731.1	-590.996	1.97862
3.8	36.833	1808.96	1.25695	19218.6	1.79261	1.11079	866.658	375.299	0.367249	0.682515	0.882292	0.693517	0.119762	0.198098	0.0682346	23722.6	26962.6	3240	32000	91498.6	7.64309	-0.0252494	52995.4	-844.057	1.98098
3.81	33.1935	1811.65	1.25665	19202.6	1.79753	1.10966	866.433	375.771	0.36721	0.681909	0.882196	0.692774	0.108063	0.198346	0.062039	23759.8	26999.8	3240	32000	82587.2	7.70572	-0.029835	53271.4	-1096.16	1.98346
3.82	29.5706	1814.45	1.25634	19186.5	1.80267	1.10853	866.199	376.264	0.367171	0.681277	0.882101	0.692035	0.0963933	0.198603	0.0558587	23798.7	27038.7	3240	32000	73693.3	7.77113	-0.0330411	53559.2	-1347.28	1.98603
3.83	25.9649	1817.36	1.25601	19170.2	1.80803	1.10742	865.955	376.778	0.367129	0.680617	0.882005	0.691299	0.0847535	0.19887	0.0496939	23839	27079	3240	32000	64817.2	7.83936	-0.0348775	53858.8	-1597.4	1.9887
3.84	22.377	1820.39	1.25568	19153.8	1.81362	1.1063	865.7	377.313	0.367086	0.67993	0.88191	0.690567	0.0731442	0.199148	0.043545	23880.9	27120.9	3240	32000	55959	7.91042	-0.0353542	54170.1	-1846.5	1.99148
3.85	18.8078	1823.52	1.25533	19137.2	1.81942	1.10519	865.435	377.87	0.367042	0.679215	0.881815	0.689838	0.0615661	0.199435	0.0374123	23924.4	27164.4	3240	32000	47118.8	7.98437	-0.0344817	54493	-2094.56	1.99435
3.86	15.2578	1826.77	1.25496	19120.5	1.82545	1.10409	865.16	378.448	0.366996	0.678473	0.881721	0.689114	0.0500199	0.199733	0.031296	23969.3	27209.3	3240	32000	38296.9	8.06123	-0.0322707	54827.7	-2341.55	1.99733
3.87	11.7277	1830.13	1.25459	19103.6	1.83171	1.10299	864.875	379.048	0.366948	0.677704	0.881627	0.688393	0.0385063	0.20004	0.0251967	24015.8	27255.8	3240	32000	29493.5	8.14104	-0.0287321	55174	-2587.45	2.0004
3.88	8.21818	1833.59	1.2542	19086.6	1.83819	1.1019	864.58	379.67	0.366899	0.676906	0.881533	0.687677	0.0270261	0.200357	0.0191146	24063.8	27303.8	3240	32000	20708.8	8.22384	-0.0238774	55531.8	-2832.23	2.00357
3.89	4.7299	1837.17	1.25381	19069.4	1.84489	1.10081	864.274	380.314	0.366848	0.676081	0.881439	0.686965	0.01558	0.200684	0.0130501	24113.2	27353.2	3240	32000	11943.3	8.30967	-0.0177183	55901.3	-3075.88	2.00684
3.9	1.26351	1840.85	1.2534	19052	1.85183	1.09973	863.958	380.98	0.366796	0.675227	0.881346	0.686258	0.00416891	0.201021	0.00700364	24164.1	27404.1	3240	32000	3197.18	8.39858	-0.0102669	56282.3	-3318.36	2.01021
3.91	-2.18034	1844.64	1.25297	19034.5	1.85899	1.09855	863.631	381.668	0.366742	0.674346	0.881245	0.685555	-0.00720632	0.201367	0.00373815	24216.5	27456.5	3240	32000	-5529.07	8.4906	-0.00592172	56674.7	-3583.03	2.01367
3.92	-5.60101	1848.54	1.25254	19016.7	1.86638	1.09619	863.294	382.378	0.366687	0.673436	0.88104	0.684857	-0.0185448	0.201722	0.00373084	24270.4	27510.4	3240	32000	-14235	8.58578	-0.00679353	57078.7	-4115.72	2.01722
3.93	-8.99786	1852.54	1.25209	18998.8	1.87401	1.09249	863.542	383.11	0.36663	0.672498	0.880719	0.684164	-0.0298455	0.202087	0.0037177	24325.7	27565.7	3240	32000	-22920.3	8.68418	-0.00815751	57494.1	-4956.65	2.02087
3.94	-12.3703	1856.64	1.25164	18980.6	1.88186	1.08745	863.822	383.866	0.366572	0.671531	0.88028	0.683475	-0.0411076	0.202461	0.00369995	24382.4	27622.4	3240	32000	-31584.3	8.78584	-0.0100071	57920.8	-6106.89	2.02461
3.95	-15.7176	1860.85	1.25117	18962.3	1.88995	1.08108	864.11	384.643	0.366512	0.670535	0.87972	0.682792	-0.0523299	0.202844	0.00367767	24440.5	27680.5	3240	32000	-40226.5	8.89082	-0.0123357	58358.9	-7570.97	2.02844
3.96	-19.0392	1865.17	1.25069	18943.7	1.89828	1.07338	864.406	385.444	0.366451	0.669511	0.879038	0.682114	-0.0635114	0.203236	0.00365087	24500	27740	3240	32000	-48846.3	8.99917	-0.0151346	58808.4	-9355.07	2.03236
3.97	-22.3345	1869.58	1.2502	18924.8	1.90684	1.06437	864.711	386.268	0.366389	0.668457	0.878231	0.681442	-0.0746509	0.203637	0.00361957	24561	27801	3240	32000	-57443.1	9.11094	-0.0183936	59269.1	-11467	2.03637
3.98	-25.6029	1874.1	1.24969	18905.8	1.91563	1.05404	865.024	387.115	0.366325	0.667375	0.877295	0.680775	-0.0857474	0.204047	0.00358379	24623.2	27863.2	3240	32000	-66016.1	9.22618	-0.0221003	59741	-13916.2	2.04047
3.99	-28.8438	1878.71	1.24918	18886.4	1.92467	1.0424	865.346	387.986	0.366259	0.666263	0.876225	0.680114	-0.0967995	0.204465	0.00354355	24686.8	27926.8	3240	32000	-74564.8	9.34496	-0.0262404	60224	-16714.1	2.04465
4	-32.0566	1883.42	1.24865	18866.9	1.93394	1.02945	865.676	388.88	0.366192	0.665121	0.875018	0.679458	-0.107806	0.204892	0.00349887	24751.8	27991.8	3240	32000	-83088.2	9.46733	-0.0307975	60718.3	-19874	2.04892
4.01	-35.2407	1888.23	1.24812	18847	1.94346	1.0152	866.015	389.798	0.366124	0.66395	0.873667	0.678808	-0.118766	0.205327	0.00344977	24818	28058	3240	32000	-91585.6	9.59335	-0.0357529	61223.5	-23411.7	2.05327
4.02	-38.3955	1893.14	1.24757	18826.9	1.95322	0.999662	866.362	390.74	0.366055	0.662749	0.872167	0.678164	-0.129677	0.20577	0.00339628	24885.6	28125.6	3240	32000	-100056	9.72309	-0.0410856	61739.9	-27345.2	2.0577
4.03	-41.5205	1898.14	1.24701	18806.5	1.96322	0.982831	866.718	391.706	0.365984	0.661518	0.87051	0.677526	-0.140539	0.206221	0.00333841	24954.4	28194.4	3240	32000	-108499	9.85662	-0.0467721	62267.2	-31695.4	2.06221
4.04	-44.6151	1903.23	1.24644	18785.8	1.97347	0.964717	867.083	392.696	0.365911	0.660257	0.868689	0.676895	-0.15135	0.20668	0.00327619	25024.5	28264.5	3240	32000	-116913	9.99398	-0.0527862	62805.4	-36486.4	2.0668
4.05	-47.6787	1908.42	1.24586	18764.7	1.98396	0.945325	867.457	393.712	0.365837	0.658966	0.866696	0.67627	-0.162108	0.207147	0.00320965	25095.8	28335.8	3240	32000	-125297	10.1353	-0.0590988	63354.5	-41745.8	2.07147
4.06	-50.7109	1913.7	1.24527	18743.4	1.9947	0.924661	867.839	394.752	0.365762	0.657644	0.864522	0.675651	-0.172813	0.207622	0.00313879	25168.3	28408.3	3240	32000	-133651	10.2805	-0.0656778	63914.4	-47505.5	2.07622
4.07	-53.7111	1919.06	1.24467	18721.8	2.00569	0.902732	868.23	395.817	0.365686	0.656292	0.862157	0.675039	-0.183461	0.208103	0.00306366	25242	28482	3240	32000	-141972	10.4299	-0.0724876	64485.1	-53802.2	2.08103
4.08	-56.6787	1924.52	1.24406	18699.8	2.01693	0.879543	868.631	396.907	0.365608	0.654908	0.859589	0.674433	-0.194053	0.208592	0.00298428	25316.9	28556.9	3240	32000	-150261	10.5833	-0.0794893	65066.5	-60678	2.08592
4.09	-59.6133	1930.05	1.24344	18677.5	2.02842	0.855102	869.04	398.023	0.365529	0.653494	0.856808	0.673834	-0.204585	0.209088	0.00290067	25392.9	28632.9	3240	32000	-158515	10.741	-0.0866396	65658.5	-68182	2.09088
4.1	-62.5144	1935.7	1.24281	18654.9	2.04016	0.829414	869.458	399.159	0.365449	0.652082	0.853801	0.673242	-0.215061	0.209594	0.00281285	25470.4	28710.4	3240	32000	-166737	10.9025	-0.0938911	66261.1	-76371	2.09594
4.11	-65.3809	1941.61	1.2422	18631.8	2.05216	0.802485	869.885	400.285	0.365371	0.650874	0.850555	0.672657	-0.225497	0.21013	0.00272086	25551.9	28791.9	3240	32000	-174940	11.0657	-0.101192	66874.2	-85312	2.1013
4.12	-68.2115	1947.61	1.24157	18608.5	2.06442	0.77432	870.322	401.435	0.365291	0.64964	0.847054	0.672079	-0.235867	0.210673	0.0026247	25634.5	28874.5	3240	32000	-183104	11.2331	-0.108485	67497.8	-95083.5	2.10673
4.13	-71.0056	1953.7	1.24093	18584.8	2.07693	0.744926	870.767	402.609	0.36521	0.64838	0.843283	0.671509	-0.246171	0.211223	0.00252442	25718.4	28958.4	3240	32000	-191228	11.4048	-0.115706	68131.7	-105778	2.11223
4.14	-73.7627	1959.88	1.24029	18560.7	2.08971	0.714312	871.222	403.808	0.365128	0.647094	0.839225	0.670946	-0.256405	0.211781	0.00242005	25803.4	29043.4	3240	32000	-199311	11.581	-0.122785	68776	-117504	2.11781
4.15	-76.4823	1966.15	1.23964	18536.2	2.10274	0.682484	871.686	405.032	0.365045	0.645782	0.834862	0.670391	-0.266567	0.212346	0.0023116	25889.6	29129.6	3240	32000	-207349	11.7618	-0.129644	69430.5	-130395	2.12346
4.16	-79.1639	1972.49	1.23897	18511.3	2.11603	0.649452	872.159	406.281	0.36496	0.644443	0.830175	0.669844	-0.276656	0.212918	0.00219912	25976.9	29216.9	3240	32000	-215343	11.9471	-0.136196	70095.2	-144610	2.12918
4.17	-81.8069	1978.93	1.2383	18486	2.12959	0.615221	872.642	407.556	0.364875	0.643078	0.825144	0.669305	-0.28667	0.213496	0.00208264	26065.3	29305.3	3240	32000	-223290	12.1372	-0.142343	70769.9	-160344	2.13496
4.18	-84.411	1985.44	1.23762	18460.3	2.14341	0.579802	873.134	408.856	0.364788	0.641686	0.819747	0.668773	-0.296605	0.214081	0.00196218	26154.8	29394.8	3240	32000	-231188	12.332	-0.147978	71454.7	-177841	2.14081
4.19	-86.9756	1992.03	1.23693	18434.2	2.1575	0.543203	873.636	410.181	0.364701	0.640268	0.813961	0.66825	-0.306461	0.214672	0.00183779	26245.3	29485.3	3240	32000	-239037	12.5316	-0.152976	72149.3	-197407	2.14672
4.2	-89.5003	1998.69	1.23624	18407.6	2.17186	0.505432	874.147	411.533	0.364612	0.638823	0.80776	0.667735	-0.316235	0.21527	0.00170951	26336.8	29576.8	3240	32000	-246833	12.7363	-0.157198	72853.9	-219435	2.1527
4.21	-91.9847	2005.44	1.23554	18380.6	2.18648	0.466499	874.667	412.911	0.364523	0.63735	0.801119	0.667228	-0.325923	0.215873	0.00157735	26429.3	29669.3	3240	32000	-254575	12.946	-0.160479	73568.2	-244438	2.15873
4.22	-94.4283	2012.25	1.23482	18353.2	2.20137	0.426412	875.197	414.315	0.364432	0.635851	0.79401	0.666729	-0.335525	0.216482	0.00144137	26522.7	29762.7	3240	32000	-262262	13.1608	-0.162631	74292.1	-273105	2.16482
4.23	-96.8307	2019.14	1.2341	18325.3	2.21654	0.385182	875.737	415.747	0.364341	0.634324	0.786402	0.666239	-0.345038	0.217096	0.0013016	26617	29857	3240	32000	-269891	13.3809	-0.163425	75025.6	-306382	2.17096
4.24	-99.1915	2026.09	1.23338	18297	2.23197	0.342818	876.287	417.205	0.364248	0.63277	0.778266	0.665757	-0.354459	0.217716	0.00115809	26712.3	29952.3	3240	32000	-277461	13.6063	-0.162583	75768.7	-345623	2.17716
4.25	-101.51	2033.11	1.23264	18268.1	2.24768	0.299295	878.376	418.69	0.364155	0.631188	0.76956	0.665284	-0.363785	0.21834	0.00100986	26808.4	30048.4	3240	32000	-284968	13.8371	-0.159889	76521.1	-393574	2.1834
4.26	-103.787	2040.2	1.2319	18238.8	2.26367	0.254574	880.65	420.203	0.36406	0.629579	0.760237	0.664819	-0.373015	0.218969	0.000857851	26905.3	30145.3	3240	32000	-292412	14.0735	-0.154729	77282.9	-453131	2.18969
4.27	-106.021	2047.35	1.23115	18209.1	2.27993	0.208657	882.963	421.744	0.363965	0.627941	0.750256	0.664363	-0.382146	0.219602	0.000702202	27002.9	30242.9	3240	32000	-299790	14.3156	-0.146409	78053.9	-529908	2.19602
4.28	-108.211	2054.55	1.23039	18178.8	2.29646	0.161551	885.316	423.313	0.363869	0.626276	0.739575	0.663916	-0.391175	0.22024	0.000542951	27101.4	30341.4	3240	32000	-307100	14.5634	-0.133894	78834	-634745	2.2024
4.29	-110.358	2062.12	1.22966	18148	2.31328	0.113258	887.708	424.848	0.363775	0.624892	0.728145	0.663478	-0.400167	0.22092	0.000380131	27205.3	30445.3	3240	32000	-314395	14.8123	-0.115397	79623.1	-792296	2.2092
4.3	-112.459	2069.82	1.22893	18116.8	2.33037	0.0637766	890.14	426.395	0.363682	0.623551	0.715917	0.663049	-0.409064	0.221613	0.000213763	27311.2	30551.2	3240	32000	-321627	15.0659	-0.0870929	80421.1	-1.07966e+06	2.21613
4.31	-114.514	2077.6	1.22819	18085.1	2.34775	0.0131136	892.612	427.967	0.363588	0.622189	0.702839	0.66263	-0.41785	0.222311	4.38924e-05	27418	30658	3240	32000	-328783	15.3252	-0.0347075	81228	-2.13067e+06	2.22311
